date_of_departure,departure_airport,time_of_departure,arrival_airport,time_of_arrival,flight_duration,flight_fare,departure_airport_flight_1,time_of_departure_flight_1,arrival_airport_flight_1,time_of_arrival_flight_1,airlines_flight_1,flight_fare_flight_1,seats_for_lower_price_flight_1,departure_airport_flight_2,time_of_departure_flight_2,arrival_airport_flight_2,time_of_arrival_flight_2,airlines_flight_2,flight_fare_flight_2,seats_for_lower_price_flight_2
ne 13.10.2019,PRG,09:05,NCE,14:35 Nice ,5:30 h / 1 přestup,945 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,554 Kč,5       ,NAP,ne 13:10 Neapol ,NCE,14:35 Nice ,easyJet,391 Kč,5       
so 19.10.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,969 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,614 Kč,2       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,354 Kč,4       
so 05.10.2019,PRG,16:20,NCE,21:15 Nice ,4:55 h / 1 přestup,973 Kč,PRG,16:20,NCE,17:10 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,444 Kč,8       
so 14.09.2019,PRG,06:35,NCE,21:15 Nice ,14:40 h / 1 přestup,973 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,444 Kč,8       
so 14.09.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,996 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,675 Kč,5       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,320 Kč,8       
pá 04.10.2019,PRG,09:05,NCE,14:05 Nice ,5:00 h / 1 přestup,1002 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,675 Kč,7       ,NAP,pá 12:40 Neapol ,NCE,14:05 Nice ,easyJet,326 Kč,6       
st 17.07.2019,PRG,13:10,NCE,16:45 Nice ,3:35 h / 1 přestup,1014 Kč,PRG,13:10,NCE,14:35 Benátky ,easyJet,614 Kč,3       ,Benátky (MarcoPolo) VCE,st 15:30 Benátky ,NCE,16:45 Nice ,easyJet,399 Kč,5       
st 28.08.2019,PRG,13:10,NCE,16:45 Nice ,3:35 h / 1 přestup,1019 Kč,PRG,13:10,NCE,14:35 Benátky ,easyJet,736 Kč,3       ,Benátky (MarcoPolo) VCE,st 15:30 Benátky ,NCE,16:45 Nice ,easyJet,283 Kč,8       
so 05.10.2019,PRG,15:10,NCE,21:15 Nice ,6:05 h / 1 přestup,1028 Kč,PRG,15:10,NCE,16:05 Londýn ,easyJet,584 Kč,3       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,444 Kč,8       
pá 27.09.2019,PRG,09:05,NCE,14:05 Nice ,5:00 h / 1 přestup,1032 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,705 Kč,7       ,NAP,pá 12:40 Neapol ,NCE,14:05 Nice ,easyJet,326 Kč,8       
st 23.10.2019,PRG,09:05,NCE,14:15 Nice ,5:10 h / 1 přestup,1041 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,675 Kč,4       ,NAP,st 12:50 Neapol ,NCE,14:15 Nice ,easyJet,365 Kč,8       
ne 22.09.2019,PRG,09:05,NCE,14:35 Nice ,5:30 h / 1 přestup,1062 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,645 Kč,6       ,NAP,ne 13:10 Neapol ,NCE,14:35 Nice ,easyJet,417 Kč,4       
so 26.10.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,1083 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,523 Kč,4       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,559 Kč,5       
čt 19.09.2019,PRG,06:35,NCE,15:50 Nice ,9:15 h / 1 přestup,1091 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,čt 12:45 Londýn ,NCE,15:50 Nice ,easyJet,562 Kč,2       
pá 18.10.2019,PRG,09:05,NCE,14:05 Nice ,5:00 h / 1 přestup,1101 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,766 Kč,4       ,NAP,pá 12:40 Neapol ,NCE,14:05 Nice ,easyJet,335 Kč,8       
so 21.09.2019,PRG,06:35,NCE,21:15 Nice ,14:40 h / 1 přestup,1121 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,592 Kč,4       
ne 29.09.2019,PRG,09:05,NCE,14:35 Nice ,5:30 h / 1 přestup,1123 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,614 Kč,2       ,NAP,ne 13:10 Neapol ,NCE,14:35 Nice ,easyJet,508 Kč,2       
ne 06.10.2019,PRG,09:05,NCE,14:35 Nice ,5:30 h / 1 přestup,1123 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,614 Kč,2       ,NAP,ne 13:10 Neapol ,NCE,14:35 Nice ,easyJet,508 Kč,3       
so 28.09.2019,PRG,06:35,NCE,21:15 Nice ,14:40 h / 1 přestup,1150 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,621 Kč,8       
čt 17.10.2019,PRG,06:35,NCE,15:50 Nice ,9:15 h / 1 přestup,1150 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,5       ,Londýn (Stansted) STN,čt 12:45 Londýn ,NCE,15:50 Nice ,easyJet,621 Kč,1       
út 10.09.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1205 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,554 Kč,2       ,Londýn (Gatwick) LGW,út 18:20 Londýn ,NCE,21:25 Nice ,easyJet,651 Kč,4       
so 07.09.2019,PRG,15:10,NCE,20:55 Nice ,5:45 h / 1 přestup,1206 Kč,PRG,15:10,NCE,16:20 Londýn ,easyJet,584 Kč,2       ,Londýn (Gatwick) LGW,so 17:55 Londýn ,NCE,20:55 Nice ,easyJet,621 Kč,2       
so 07.09.2019,PRG,06:35,NCE,21:15 Nice ,14:40 h / 1 přestup,1210 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,681 Kč,8       
po 30.09.2019,PRG,08:50,NCE,22:35 Nice ,13:45 h / 1 přestup,1229 Kč,PRG,08:50,NCE,11:10 Toulouse ,Volotea,791 Kč,       ,TLS,po 21:25 Toulouse ,NCE,22:35 Nice ,easyJet,438 Kč,6       
po 30.09.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1236 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,614 Kč,3       ,Londýn (Gatwick) LGW,po 18:20 Londýn ,NCE,21:25 Nice ,easyJet,621 Kč,8       
ne 06.10.2019,PRG,09:50,NCE,21:40 Nice ,11:50 h / 1 přestup,1238 Kč,PRG,09:50,NCE,11:15 Edinburgh ,easyJet,675 Kč,6       ,EDI,ne 18:00 Edinburgh ,NCE,21:40 Nice ,easyJet,562 Kč,3       
so 19.10.2019,PRG,15:10,NCE,21:15 Nice ,6:05 h / 1 přestup,1264 Kč,PRG,15:10,NCE,16:05 Londýn ,easyJet,523 Kč,5       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,740 Kč,2       
čt 26.09.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1266 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,614 Kč,4       ,Londýn (Gatwick) LGW,čt 18:20 Londýn ,NCE,21:25 Nice ,easyJet,651 Kč,8       
so 28.09.2019,PRG,15:10,NCE,21:15 Nice ,6:05 h / 1 přestup,1266 Kč,PRG,15:10,NCE,16:05 Londýn ,easyJet,645 Kč,6       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,621 Kč,8       
so 19.10.2019,PRG,06:35,NCE,21:15 Nice ,14:40 h / 1 přestup,1269 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,3       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,740 Kč,2       
so 19.10.2019,PRG,16:20,NCE,21:15 Nice ,4:55 h / 1 přestup,1269 Kč,PRG,16:20,NCE,17:10 Londýn ,Ryanair,529 Kč,5       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,740 Kč,2       
ne 15.09.2019,PRG,09:05,NCE,14:35 Nice ,5:30 h / 1 přestup,1270 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,736 Kč,8       ,NAP,ne 13:10 Neapol ,NCE,14:35 Nice ,easyJet,534 Kč,4       
ne 08.09.2019,PRG,09:05,NCE,14:35 Nice ,5:30 h / 1 přestup,1275 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,948 Kč,6       ,NAP,ne 13:10 Neapol ,NCE,14:35 Nice ,easyJet,326 Kč,8       
pá 20.09.2019,PRG,09:05,NCE,14:05 Nice ,5:00 h / 1 přestup,1279 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,887 Kč,8       ,NAP,pá 12:40 Neapol ,NCE,14:05 Nice ,easyJet,391 Kč,4       
st 11.09.2019,PRG,09:05,NCE,14:15 Nice ,5:10 h / 1 přestup,1287 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,887 Kč,1       ,NAP,st 12:50 Neapol ,NCE,14:15 Nice ,easyJet,399 Kč,5       
čt 03.10.2019,PRG,06:35,NCE,15:50 Nice ,9:15 h / 1 přestup,1289 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,845 Kč,5       ,Londýn (Stansted) STN,čt 12:45 Londýn ,NCE,15:50 Nice ,easyJet,444 Kč,5       
so 05.10.2019,PRG,06:35,NCE,21:15 Nice ,14:40 h / 1 přestup,1289 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,845 Kč,5       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,444 Kč,8       
čt 10.10.2019,PRG,06:35,NCE,15:50 Nice ,9:15 h / 1 přestup,1289 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,845 Kč,5       ,Londýn (Stansted) STN,čt 12:45 Londýn ,NCE,15:50 Nice ,easyJet,444 Kč,8       
so 05.10.2019,PRG,15:10,NCE,20:55 Nice ,5:45 h / 1 přestup,1294 Kč,PRG,15:10,NCE,16:20 Londýn ,easyJet,554 Kč,1       ,Londýn (Gatwick) LGW,so 17:55 Londýn ,NCE,20:55 Nice ,easyJet,740 Kč,8       
st 09.10.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1294 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,554 Kč,3       ,Londýn (Gatwick) LGW,st 18:20 Londýn ,NCE,21:25 Nice ,easyJet,740 Kč,5       
út 08.10.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1294 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,554 Kč,3       ,Londýn (Gatwick) LGW,út 18:20 Londýn ,NCE,21:25 Nice ,easyJet,740 Kč,8       
so 21.09.2019,PRG,15:10,NCE,20:55 Nice ,5:45 h / 1 přestup,1297 Kč,PRG,15:10,NCE,16:20 Londýn ,easyJet,675 Kč,1       ,Londýn (Gatwick) LGW,so 17:55 Londýn ,NCE,20:55 Nice ,easyJet,621 Kč,5       
po 05.08.2019,PRG,09:05,NCE,20:35 Nice ,11:30 h / 1 přestup,1304 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,554 Kč,6       ,NAP,po 19:10 Neapol ,NCE,20:35 Nice ,easyJet,750 Kč,4       
pá 13.09.2019,PRG,09:05,NCE,14:05 Nice ,5:00 h / 1 přestup,1305 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,978 Kč,3       ,NAP,pá 12:40 Neapol ,NCE,14:05 Nice ,easyJet,326 Kč,8       
pá 02.08.2019,PRG,09:05,NCE,14:05 Nice ,5:00 h / 1 přestup,1309 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,736 Kč,4       ,NAP,pá 12:40 Neapol ,NCE,14:05 Nice ,easyJet,573 Kč,8       
po 02.09.2019,PRG,13:35,NCE,22:00 Nice ,8:25 h / 1 přestup,1309 Kč,PRG,13:35,NCE,16:00 Bordeaux ,Volotea,923 Kč,       ,BOD,po 20:40 Bordeaux ,NCE,22:00 Nice ,easyJet,386 Kč,8       
st 21.08.2019,PRG,13:10,NCE,16:45 Nice ,3:35 h / 1 přestup,1322 Kč,PRG,13:10,NCE,14:35 Benátky ,easyJet,1038 Kč,7       ,Benátky (MarcoPolo) VCE,st 15:30 Benátky ,NCE,16:45 Nice ,easyJet,283 Kč,2       
út 15.10.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1324 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,584 Kč,3       ,Londýn (Gatwick) LGW,út 18:20 Londýn ,NCE,21:25 Nice ,easyJet,740 Kč,5       
út 01.10.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1324 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,584 Kč,3       ,Londýn (Gatwick) LGW,út 18:20 Londýn ,NCE,21:25 Nice ,easyJet,740 Kč,5       
st 06.03.2019,FAO,15:45,PRG,22:40 Praha ,5:55 h / 1 přestup,714 Kč,FAO,15:45,PRG,18:40 Londýn ,Ryanair,333 Kč,2       ,Londýn (Stansted) STN,st 19:40 Londýn ,PRG,22:40 Praha ,Ryanair,380 Kč,1       
út 02.04.2019,FAO,07:00,PRG,17:15 Praha ,9:15 h / 1 přestup,821 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,436 Kč,       ,Milán (Bergamo) BGY,út 15:50 Milán ,PRG,17:15 Praha ,Ryanair,384 Kč,       
st 03.04.2019,FAO,10:50,PRG,21:30 Praha ,9:40 h / 1 přestup,824 Kč,FAO,10:50,PRG,13:45 Liverpool ,Ryanair,384 Kč,       ,LPL,st 18:25 Liverpool ,PRG,21:30 Praha ,Ryanair,439 Kč,       
čt 04.04.2019,FAO,09:40,PRG,23:15 Praha ,12:35 h / 1 přestup,898 Kč,FAO,09:40,PRG,13:30 Brusel ,Ryanair,513 Kč,       ,Brusel (Charleroi) CRL,čt 21:45 Brusel ,PRG,23:15 Praha ,Ryanair,384 Kč,4       
po 01.04.2019,FAO,10:30,PRG,23:45 Praha ,12:15 h / 1 přestup,912 Kč,FAO,10:30,PRG,13:20 Londýn ,Ryanair,384 Kč,4       ,Londýn (Stansted) STN,po 20:50 Londýn ,PRG,23:45 Praha ,Ryanair,527 Kč,       
po 01.04.2019,FAO,10:30,PRG,17:05 Praha ,5:35 h / 1 přestup,912 Kč,FAO,10:30,PRG,13:20 Londýn ,Ryanair,384 Kč,4       ,Londýn (Stansted) STN,po 14:10 Londýn ,PRG,17:05 Praha ,Ryanair,527 Kč,       
so 06.04.2019,FAO,07:00,PRG,13:25 Praha ,5:25 h / 1 přestup,975 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,513 Kč,       ,Milán (Bergamo) BGY,so 12:00 Milán ,PRG,13:25 Praha ,Ryanair,462 Kč,5       
st 13.03.2019,FAO,15:45,PRG,22:40 Praha ,5:55 h / 1 přestup,978 Kč,FAO,15:45,PRG,18:40 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,st 19:40 Londýn ,PRG,22:40 Praha ,Ryanair,645 Kč,       
st 20.03.2019,FAO,15:45,PRG,22:40 Praha ,5:55 h / 1 přestup,978 Kč,FAO,15:45,PRG,18:40 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,st 19:40 Londýn ,PRG,22:40 Praha ,Ryanair,645 Kč,       
st 27.03.2019,FAO,15:45,PRG,22:40 Praha ,5:55 h / 1 přestup,978 Kč,FAO,15:45,PRG,18:40 Londýn ,Ryanair,333 Kč,1       ,Londýn (Stansted) STN,st 19:40 Londýn ,PRG,22:40 Praha ,Ryanair,645 Kč,       
čt 04.04.2019,FAO,07:55,PRG,21:40 Praha ,12:45 h / 1 přestup,992 Kč,FAO,07:55,PRG,11:35 Paříž ,Ryanair,384 Kč,       ,Paříž (Beauvais) BVA,čt 19:55 Paříž ,PRG,21:40 Praha ,Ryanair,607 Kč,       
út 09.04.2019,FAO,07:00,PRG,17:15 Praha ,9:15 h / 1 přestup,1022 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,436 Kč,       ,Milán (Bergamo) BGY,út 15:50 Milán ,PRG,17:15 Praha ,Ryanair,586 Kč,       
út 19.03.2019,FAO,09:10,PRG,22:50 Praha ,12:40 h / 1 přestup,1055 Kč,FAO,09:10,PRG,13:05 Brusel ,Ryanair,670 Kč,1       ,Brusel (Charleroi) CRL,út 21:20 Brusel ,PRG,22:50 Praha ,Ryanair,384 Kč,       
po 01.04.2019,FAO,15:05,PRG,21:55 Praha ,5:50 h / 1 přestup,1058 Kč,FAO,15:05,PRG,17:55 Londýn ,Ryanair,384 Kč,       ,Londýn (Luton) LTN,po 19:05 Londýn ,PRG,21:55 Praha ,Wizz Air,673 Kč,8       
st 03.04.2019,FAO,14:20,PRG,21:55 Praha ,6:35 h / 1 přestup,1065 Kč,FAO,14:20,PRG,17:10 Londýn ,Ryanair,333 Kč,       ,Londýn (Luton) LTN,st 19:05 Londýn ,PRG,21:55 Praha ,Wizz Air,732 Kč,3       
po 01.04.2019,FAO,15:15,PRG,21:30 Praha ,5:15 h / 1 přestup,1069 Kč,FAO,15:15,PRG,18:55 Paříž ,Ryanair,462 Kč,5       ,Paříž (Beauvais) BVA,po 19:45 Paříž ,PRG,21:30 Praha ,Ryanair,607 Kč,       
st 03.04.2019,FAO,10:30,PRG,20:10 Praha ,8:40 h / 1 přestup,1074 Kč,FAO,10:30,PRG,13:20 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,st 17:15 Londýn ,PRG,20:10 Praha ,Ryanair,740 Kč,5       
út 09.04.2019,FAO,10:15,PRG,22:05 Praha ,10:50 h / 1 přestup,1074 Kč,FAO,10:15,PRG,13:05 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,út 19:10 Londýn ,PRG,22:05 Praha ,Ryanair,740 Kč,       
út 02.04.2019,FAO,10:15,PRG,22:05 Praha ,10:50 h / 1 přestup,1074 Kč,FAO,10:15,PRG,13:05 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,út 19:10 Londýn ,PRG,22:05 Praha ,Ryanair,740 Kč,       
út 02.04.2019,FAO,10:15,PRG,20:40 Praha ,9:25 h / 1 přestup,1074 Kč,FAO,10:15,PRG,13:05 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,út 17:45 Londýn ,PRG,20:40 Praha ,Ryanair,740 Kč,       
st 12.06.2019,FAO,10:30,PRG,20:10 Praha ,8:40 h / 1 přestup,1099 Kč,FAO,10:30,PRG,13:20 Londýn ,Ryanair,513 Kč,1       ,Londýn (Stansted) STN,st 17:15 Londýn ,PRG,20:10 Praha ,Ryanair,585 Kč,4       
út 07.05.2019,FAO,07:00,PRG,17:15 Praha ,9:15 h / 1 přestup,1100 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,513 Kč,4       ,Milán (Bergamo) BGY,út 15:50 Milán ,PRG,17:15 Praha ,Ryanair,586 Kč,5       
út 11.06.2019,FAO,07:00,PRG,17:15 Praha ,9:15 h / 1 přestup,1103 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,590 Kč,       ,Milán (Bergamo) BGY,út 15:50 Milán ,PRG,17:15 Praha ,Ryanair,513 Kč,       
po 08.04.2019,FAO,10:30,PRG,23:45 Praha ,12:15 h / 1 přestup,1125 Kč,FAO,10:30,PRG,13:20 Londýn ,Ryanair,384 Kč,       ,Londýn (Stansted) STN,po 20:50 Londýn ,PRG,23:45 Praha ,Ryanair,740 Kč,3       
út 19.02.2019,FAO,09:10,PRG,22:50 Praha ,12:40 h / 1 přestup,1129 Kč,FAO,09:10,PRG,13:05 Brusel ,Ryanair,796 Kč,1       ,Brusel (Charleroi) CRL,út 21:20 Brusel ,PRG,22:50 Praha ,Ryanair,333 Kč,       
út 21.05.2019,FAO,07:00,PRG,17:15 Praha ,9:15 h / 1 přestup,1141 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,628 Kč,       ,Milán (Bergamo) BGY,út 15:50 Milán ,PRG,17:15 Praha ,Ryanair,513 Kč,       
st 03.04.2019,FAO,09:00,PRG,20:40 Praha ,10:40 h / 1 přestup,631 Kč,FAO,09:00,PRG,12:50 Basilej-My ,easyJet,276 Kč,8       ,Basilej-Mylhúzy-Freiburg (CH) BSL,st 19:15 Basilej-My ,PRG,20:40 Praha ,easyJet,354 Kč,8       
čt 16.05.2019,FAO,09:40,PRG,23:15 Praha ,12:35 h / 1 přestup,1155 Kč,FAO,09:40,PRG,13:30 Brusel ,Ryanair,641 Kč,1       ,Brusel (Charleroi) CRL,čt 21:45 Brusel ,PRG,23:15 Praha ,Ryanair,513 Kč,       
čt 20.06.2019,FAO,09:40,PRG,23:15 Praha ,12:35 h / 1 přestup,1155 Kč,FAO,09:40,PRG,13:30 Brusel ,Ryanair,641 Kč,       ,Brusel (Charleroi) CRL,čt 21:45 Brusel ,PRG,23:15 Praha ,Ryanair,513 Kč,2       
čt 13.06.2019,FAO,09:40,PRG,23:15 Praha ,12:35 h / 1 přestup,1155 Kč,FAO,09:40,PRG,13:30 Brusel ,Ryanair,641 Kč,       ,Brusel (Charleroi) CRL,čt 21:45 Brusel ,PRG,23:15 Praha ,Ryanair,513 Kč,3       
čt 27.06.2019,FAO,09:40,PRG,23:15 Praha ,12:35 h / 1 přestup,1155 Kč,FAO,09:40,PRG,13:30 Brusel ,Ryanair,641 Kč,5       ,Brusel (Charleroi) CRL,čt 21:45 Brusel ,PRG,23:15 Praha ,Ryanair,513 Kč,3       
st 08.05.2019,FAO,10:50,PRG,21:30 Praha ,9:40 h / 1 přestup,1176 Kč,FAO,10:50,PRG,13:45 Liverpool ,Ryanair,590 Kč,4       ,LPL,st 18:25 Liverpool ,PRG,21:30 Praha ,Ryanair,585 Kč,2       
st 22.05.2019,FAO,10:50,PRG,21:30 Praha ,9:40 h / 1 přestup,1176 Kč,FAO,10:50,PRG,13:45 Liverpool ,Ryanair,590 Kč,1       ,LPL,st 18:25 Liverpool ,PRG,21:30 Praha ,Ryanair,585 Kč,4       
út 26.03.2019,FAO,09:10,PRG,22:50 Praha ,12:40 h / 1 přestup,1181 Kč,FAO,09:10,PRG,13:05 Brusel ,Ryanair,796 Kč,       ,Brusel (Charleroi) CRL,út 21:20 Brusel ,PRG,22:50 Praha ,Ryanair,384 Kč,       
čt 09.05.2019,FAO,09:40,PRG,23:15 Praha ,12:35 h / 1 přestup,1183 Kč,FAO,09:40,PRG,13:30 Brusel ,Ryanair,670 Kč,       ,Brusel (Charleroi) CRL,čt 21:45 Brusel ,PRG,23:15 Praha ,Ryanair,513 Kč,       
út 09.04.2019,FAO,10:15,PRG,20:40 Praha ,9:25 h / 1 přestup,1194 Kč,FAO,10:15,PRG,13:05 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,út 17:45 Londýn ,PRG,20:40 Praha ,Ryanair,860 Kč,       
st 10.04.2019,FAO,10:30,PRG,20:10 Praha ,8:40 h / 1 přestup,1194 Kč,FAO,10:30,PRG,13:20 Londýn ,Ryanair,333 Kč,       ,Londýn (Stansted) STN,st 17:15 Londýn ,PRG,20:10 Praha ,Ryanair,860 Kč,       
čt 16.05.2019,FAO,07:55,PRG,21:40 Praha ,12:45 h / 1 přestup,1197 Kč,FAO,07:55,PRG,11:35 Paříž ,Ryanair,590 Kč,       ,Paříž (Beauvais) BVA,čt 19:55 Paříž ,PRG,21:40 Praha ,Ryanair,607 Kč,1       
st 03.04.2019,FAO,12:50,PRG,21:40 Praha ,7:50 h / 1 přestup,1206 Kč,FAO,12:50,PRG,15:45 Dublin ,Ryanair,641 Kč,       ,DUB,st 18:10 Dublin ,PRG,21:40 Praha ,Ryanair,564 Kč,3       
út 02.04.2019,FAO,12:50,PRG,20:55 Praha ,7:05 h / 1 přestup,1206 Kč,FAO,12:50,PRG,15:45 Dublin ,Ryanair,641 Kč,4       ,DUB,út 17:25 Dublin ,PRG,20:55 Praha ,Ryanair,564 Kč,       
út 09.04.2019,FAO,12:50,PRG,20:55 Praha ,7:05 h / 1 přestup,1206 Kč,FAO,12:50,PRG,15:45 Dublin ,Ryanair,641 Kč,       ,DUB,út 17:25 Dublin ,PRG,20:55 Praha ,Ryanair,564 Kč,       
út 14.05.2019,FAO,07:00,PRG,17:15 Praha ,9:15 h / 1 přestup,1215 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,628 Kč,       ,Milán (Bergamo) BGY,út 15:50 Milán ,PRG,17:15 Praha ,Ryanair,586 Kč,       
so 18.05.2019,FAO,07:00,PRG,13:25 Praha ,5:25 h / 1 přestup,1225 Kč,FAO,07:00,PRG,10:45 Milán ,Ryanair,513 Kč,       ,Milán (Bergamo) BGY,so 12:00 Milán ,PRG,13:25 Praha ,Ryanair,712 Kč,4       
st 15.05.2019,FAO,10:30,PRG,20:10 Praha ,8:40 h / 1 přestup,1235 Kč,FAO,10:30,PRG,13:20 Londýn ,Ryanair,590 Kč,       ,Londýn (Stansted) STN,st 17:15 Londýn ,PRG,20:10 Praha ,Ryanair,645 Kč,       
st 03.04.2019,FAO,10:25,PRG,21:30 Praha ,10:05 h / 1 přestup,780 Kč,FAO,10:25,PRG,13:15 Liverpool ,easyJet,341 Kč,8       ,LPL,st 18:25 Liverpool ,PRG,21:30 Praha ,Ryanair,439 Kč,       
po 10.06.2019,FAO,13:35,PRG,21:10 Praha ,6:35 h / 1 přestup,832 Kč,FAO,13:35,PRG,17:25 Milán ,easyJet,497 Kč,2       ,Milán (Malpensa) MXP,po 19:40 Milán ,PRG,21:10 Praha ,easyJet,335 Kč,8       
po 13.05.2019,FAO,13:35,PRG,21:10 Praha ,6:35 h / 1 přestup,832 Kč,FAO,13:35,PRG,17:25 Milán ,easyJet,497 Kč,6       ,Milán (Malpensa) MXP,po 19:40 Milán ,PRG,21:10 Praha ,easyJet,335 Kč,7       
po 01.04.2019,FAO,10:00,PRG,21:55 Praha ,10:55 h / 1 přestup,833 Kč,FAO,10:00,PRG,12:55 Londýn ,easyJet,160 Kč,8       ,Londýn (Luton) LTN,po 19:05 Londýn ,PRG,21:55 Praha ,Wizz Air,673 Kč,8       
út 25.06.2019,FAO,06:35,PRG,20:50 Praha ,13:15 h / 1 přestup,1129 Kč,FAO,06:35,PRG,10:35 Eindhoven ,Ryanair,641 Kč,       ,EIN,út 19:30 Eindhoven ,PRG,20:50 Praha ,Transavia,487 Kč,       
st 06.03.2019,FAO,09:35,PRG,20:30 Praha ,9:55 h / 1 přestup,927 Kč,FAO,09:35,PRG,12:35 Manchester ,easyJet,276 Kč,8       ,MAN,st 17:30 Manchester ,PRG,20:30 Praha ,easyJet,651 Kč,8       
